NO,NAMA GARDU,SITE,Tanggal pekerjaan,Jenis Gangguan,Penyebab,SOLUSI,ZONA,Merk Modem,Sim Card 1,Sim Card 2,Sebelum,Sesudah,Cluster
410.0,MD104,GHGD 250,2023-02-05 00:00:00,0.2709438125123148,0.1974798518873197,PENARIKAN DC PLN,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
411.0,KG36,GHGD 500,2023-02-05 00:00:00,-1.5943140042046955,-0.2335263925374944,PENARIKAN DC PLN,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
412.0,GD81,GHGD 250,2023-02-06 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
413.0,CK80,GHGD 250,2023-02-06 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
414.0,MB40,GHGD 500,2023-02-06 00:00:00,-1.5943140042046955,-2.388557614661565,MENAIKKAN MCB,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,2
415.0,PK74,GHGD 500,2023-02-06 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
416.0,GD31B,GHGD 500,2023-02-06 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
417.0,TB28,GHGD 500,2023-02-06 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,2.5575777871068275,TELKOMSEL,XL,OFF,ON,1
418.0,AB168,GHGD 500,2023-02-06 00:00:00,-7.190087454355726,-3.681576347936008,KRIMPING ULANG KABEL RJ45,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,2
419.0,PK74,GHGD 500,2023-02-07 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
420.0,AB168,GHGD 500,2023-02-08 00:00:00,0.2709438125123148,0.1974798518873197,console dan penambahan kouta XL,1.2062019352957132,-0.967283470730416,XL,-,OFF,ON,0
421.0,SP128,GHGD 500,2023-02-08 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,,,,,1
422.0,KB183,GHGD 500,2023-02-08 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
423.0,GH0258,GHGD 500,2023-02-08 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
424.0,PK74,GHGD 500,2023-02-08 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
425.0,CD257,GHGD 500,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
426.0,KB224,GHGD 500,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,TEST ASE 2000,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
427.0,DT64,GHGD 250,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,2.5575777871068275,TELKOMSEL,XL,OFF,ON,1
428.0,D102C,GHGD 500,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
429.0,MG48,GHGD 250,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
430.0,PM227,GHGD 250,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
431.0,GNS1,GHGD 500,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
432.0,AB55B,GHGD 500,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
433.0,TB28,GHGD 500,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
434.0,KB183,GHGD 500,2023-02-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
435.0,GH0109,GHGD 250,2023-02-09 00:00:00,0.2709438125123148,0.1974798518873197,PENARIKAN DC PLN,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
436.0,KL94,GHGD 500,2023-02-09 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
437.0,KB183 ,Unknown,2023-02-09 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
438.0,PK74,GHGD 500,2023-02-09 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
439.0,TD304 ,Unknown,2023-02-10 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
440.0,T136,GHGD 500,2023-02-10 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
441.0,GH0258,GHGD 500,2023-02-10 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
442.0,PK74,GHGD 500,2023-02-10 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
443.0,CK80,GHGD 250,2023-02-12 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
444.0,MK450,GHGD 500,2023-02-12 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
445.0,TB28,GHGD 500,2023-02-12 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,2.5575777871068275,TELKOMSEL,XL,OFF,ON,1
446.0,PL131,GHGD 500,2023-02-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
447.0,MD104,GHGD 250,2023-02-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
448.0,KB183,GHGD 500,2023-02-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
449.0,PK74,GHGD 500,2023-02-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
450.0,TB28,GHGD 500,2023-02-13 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,2
451.0,PK74,GHGD 500,2023-02-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
452.0,GH0069,GHGD 250,2023-02-13 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,2
453.0,TD277,GHGD 500,2023-02-14 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
454.0,TD173,GHGD 500,2023-02-14 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
455.0,CK80,GHGD 250,2023-02-14 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
456.0,KL94,GHGD 500,2023-02-14 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
457.0,CN60,GHGD 500,2023-02-14 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
458.0,MD23,GHGD 500,2023-02-15 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
459.0,PK74,GHGD 500,2023-02-15 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
460.0,MK445,GHGD 500,2023-02-15 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
461.0,B306,GHGD 500,2023-02-15 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
462.0,TD173,GHGD 500,2023-02-16 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.6961402970506281,TELKOMSEL,XL,OFF,ON,1
463.0,KD57A,GHGD 500,2023-02-16 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
464.0,PK74,GHGD 500,2023-02-16 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
465.0,KJ2,GHGD 250,2023-02-17 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
466.0,B193,GHGD 500,2023-02-17 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
467.0,TD277,GHGD 500,2023-02-17 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
468.0,TD277,GHGD 500,2023-02-18 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
469.0,KJ2,GHGD 250,2023-02-19 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
470.0,SD2,GHGD 500,2023-02-20 00:00:00,0.2709438125123148,0.1974798518873197,PERGANTIAN PERANGKAT,1.2062019352957132,2.28643461342704,TELKOMSEL,XL,OFF,ON,0
471.0,PK74 ,Unknown,2023-02-20 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
472.0,B193 ,Unknown,2023-02-20 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
473.0,TD277,GHGD 500,2023-02-20 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
474.0,KJ2,GHGD 250,2023-02-20 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
475.0,CB30,GHGD 500,2023-02-22 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,2.28643461342704,TELKOMSEL,XL,OFF,ON,0
476.0,PG425,GHGD 500,2023-02-23 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,2
477.0,KJ69,GHGD 250,2023-02-24 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,2
478.0,TB55,GHGD 250,2023-02-24 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
479.0,CB30,GHGD 500,2023-02-24 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
480.0,JS95,GHGD 250,2023-02-24 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
481.0,TD173,GHGD 500,2023-02-25 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,0.6595755713483118,TELKOMSEL,XL,OFF,ON,1
482.0,KG373,GHGD 250,2023-02-25 00:00:00,0.2709438125123148,0.1974798518873197,PERGANTIAN PERANGKAT,1.2062019352957132,2.28643461342704,TELKOMSEL,XL,OFF,ON,0
483.0,CK103,GHGD 500,2023-02-25 00:00:00,0.2709438125123148,0.1974798518873197,PERGANTIAN PERANGKAT,1.2062019352957132,2.28643461342704,TELKOMSEL,XL,OFF,ON,0
484.0,B193,GHGD 500,2023-02-25 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.28643461342704,TELKOMSEL,XL,OFF,ON,0
485.0,KJ231,GHGD 250,2023-02-27 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
486.0,KL17A,GHGD 500,2023-02-27 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
487.0,TD277,GHGD 500,2023-02-27 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
488.0,E314,GHGD 500,2023-02-27 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
489.0,CK103,GHGD 500,2023-02-27 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,1.473005092387676,TELKOMSEL,XL,OFF,ON,0
490.0,CK80,GHGD 250,2023-02-27 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
491.0,B182,GHGD 500,2023-02-27 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
492.0,KG315,GHGD 500,2023-02-28 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
493.0,B245A,Unknown,2023-02-28 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
494.0,B193,GHGD 500,2023-02-28 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
495.0,DT110,GHGD 250,2023-02-28 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
496.0,-PL131,Unknown,2023-02-28 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
497.0,GNS1,GHGD 500,2023-02-28 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
498.0,CK219,GHGD 500,2023-03-01 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
499.0,PL131,GHGD 500,2023-03-01 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
500.0,B193,GHGD 500,2023-03-01 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
501.0,B245A,Unknown,2023-03-01 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
502.0,KN118,GHGD 250,2023-03-01 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
503.0,PL131,GHGD 500,2023-03-01 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
504.0,JS40,GHGD 250,2023-03-01 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
505.0,KJ69,GHGD 250,2023-03-02 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
506.0,T363,GHGD 250,2023-03-02 00:00:00,-1.5943140042046955,-6.698620058909707,CABUT COLOK KABEL MCB,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,2
507.0,BT356,GHGD 500,2023-03-02 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,2.5575777871068275,TELKOMSEL,XL,OFF,ON,1
508.0,KJ69,GHGD 250,2023-03-03 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,2.5575777871068275,TELKOMSEL,XL,OFF,ON,1
509.0,TD6B,GHGD 500,2023-03-04 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
510.0,TD128,GHGD 500,2023-03-04 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.6961402970506281,TELKOMSEL,XL,OFF,ON,1
511.0,PK4BIS,GHGD 250,2023-03-04 00:00:00,0.2709438125123148,0.1974798518873197,PERGANTIAN PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
512.0,CK80,GHGD 250,2023-03-05 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
513.0,KJ69,GHGD 250,2023-03-05 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
514.0,KG110N,GHGD 250,2023-03-05 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
515.0,TD128,GHGD 500,2023-03-06 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.6961402970506281,TELKOMSEL,XL,OFF,ON,1
516.0,CP77,GHGD 500,2023-03-06 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,2.5575777871068275,TELKOMSEL,XL,OFF,ON,1
517.0,AB168,GHGD 500,2023-03-06 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
518.0,CD32B,GHGD 500,2023-03-06 00:00:00,-3.4595718209217057,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.1538539496910521,TELKOMSEL,XL,OFF,ON,2
519.0,SD64,GHGD 500,2023-03-06 00:00:00,-3.4595718209217057,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.1538539496910521,TELKOMSEL,XL,OFF,ON,2
520.0,CB64,GHGD 500,2023-03-06 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
521.0,PIK73,GHGD 500,2023-03-07 00:00:00,0.2709438125123148,-2.388557614661565,MENAIKKAN MCB,-1.3998199404714229,-0.6961402970506281,TELKOMSEL,XL,OFF,ON,1
522.0,GH0109,GHGD 250,2023-03-07 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,2.5575777871068275,TELKOMSEL,XL,OFF,ON,1
523.0,PS67N,GHGD 500,2023-03-07 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.6961402970506281,TELKOMSEL,XL,OFF,ON,1
524.0,PS77,GHGD 500,2023-03-07 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.1538539496910521,TELKOMSEL,XL,OFF,ON,1
525.0,DT10,GHGD 500,2023-03-07 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.1538539496910521,TELKOMSEL,XL,OFF,ON,0
526.0,KD210,GHGD 500,2023-03-07 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
527.0,K17N,GHGD 500,2023-03-09 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
528.0,TD173,GHGD 500,2023-03-09 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,0.1172892239887358,TELKOMSEL,XL,OFF,ON,1
529.0,A27A,GHGD 500,2023-03-09 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,2.5575777871068275,TELKOMSEL,XL,OFF,ON,1
530.0,AB77,GHGD 500,2023-03-09 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
531.0,K17N,GHGD 500,2023-03-10 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
532.0,E79N,GHGD 500,2023-03-10 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
533.0,AB77,GHGD 500,2023-03-10 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
534.0,PB49,GHGD 500,2023-03-10 00:00:00,-1.5943140042046955,-4.974595081210451,PEMASANGAN KABEL RAK TR,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,2
535.0,KB134,Unknown,2023-03-11 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,2
536.0,CD257,GHGD 500,2023-03-11 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
537.0,JR19,GHGD 250,2023-03-12 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
538.0,JS40,GHGD 250,2023-03-12 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
539.0,PL131,GHGD 500,2023-03-12 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,2.5575777871068275,TELKOMSEL,XL,OFF,ON,0
540.0,AB168,GHGD 500,2023-03-12 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,1.2062019352957132,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
541.0,MG70,GHGD 250,2023-03-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-0.5311459818823774,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
542.0,TD173,GHGD 500,2023-03-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
543.0,CD257,GHGD 500,2023-03-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,2.5575777871068275,TELKOMSEL,XL,OFF,ON,1
544.0,JR19,GHGD 250,2023-03-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
545.0,MK453,GHGD 500,2023-03-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
546.0,KPK5,GHGD 500,2023-03-13 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
547.0,JR19,GHGD 250,2023-03-14 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,0.3375279767066679,-0.967283470730416,TELKOMSEL,XL,OFF,ON,0
548.0,TD128,GHGD 500,2023-03-14 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
549.0,BT356,GHGD 500,2023-03-14 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
550.0,GH0115,GHGD 250,2023-03-15 00:00:00,-3.4595718209217057,-1.957551370236751,PENARIKAN UTP,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,ON,ON,2
551.0,CD42B,GHGD 500,2023-03-15 00:00:00,0.2709438125123148,0.1974798518873197,RESTART PERANGKAT,-1.3998199404714229,-0.967283470730416,TELKOMSEL,XL,OFF,ON,1
