NO,NAMA GARDU,SITE,Tanggal pekerjaan,Jenis Gangguan,Penyebab,SOLUSI,ZONA,Merk Modem,Sim Card 1,Sim Card 2,Sebelum,Sesudah
534.0,PB49,GHGD 500,2023-03-10 00:00:00,-1.5943140042046955,-4.974595081210451,PEMASANGAN KABEL RAK TR,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
535.0,KB134,Unknown,2023-03-11 00:00:00,-3.4595718209217057,-1.957551370236751,TEST ASE 2000,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
536.0,CD257,GHGD 500,2023-03-11 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
537.0,JR19,GHGD 250,2023-03-12 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
538.0,JS40,GHGD 250,2023-03-12 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
539.0,PL131,GHGD 500,2023-03-12 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,2.5575777871068275,TELKOMSEL,XL,OFF,ON
540.0,AB168,GHGD 500,2023-03-12 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
541.0,MG70,GHGD 250,2023-03-13 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
542.0,TD173,GHGD 500,2023-03-13 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
543.0,CD257,GHGD 500,2023-03-13 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,2.5575777871068275,TELKOMSEL,XL,OFF,ON
544.0,JR19,GHGD 250,2023-03-13 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
545.0,MK453,GHGD 500,2023-03-13 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
546.0,KPK5,GHGD 500,2023-03-13 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
547.0,JR19,GHGD 250,2023-03-14 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
548.0,TD128,GHGD 500,2023-03-14 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
549.0,BT356,GHGD 500,2023-03-14 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
550.0,GH0115,GHGD 250,2023-03-15 00:00:00,-3.4595718209217057,-1.957551370236751,PENARIKAN UTP,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,ON,ON
551.0,CD42B,GHGD 500,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
552.0,SP84,GHGD 250,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
553.0,DK70,GHGD 250,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
554.0,CD107,GHGD 500,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
555.0,PM75,GHGD 250,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,2.8287209607866157,TELKOMSEL,XL,OFF,ON
556.0,KD75,GHGD 500,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
557.0,PM17BIS,GHGD 500,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
558.0,GD58C,GHGD 500,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
559.0,PM24A,Unknown,2023-03-15 00:00:00,-3.4595718209217057,0.19747985188731979,CONSOLE PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,ON,ON
560.0,A99,GHGD 500,2023-03-15 00:00:00,-3.4595718209217057,-1.957551370236751,PENARIKAN UTP & CONSOLE PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,ON,ON
561.0,GH0258,GHGD 500,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
562.0,AB172,GHGD 500,2023-03-15 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,3.0998641344664035,TELKOMSEL,XL,OFF,ON
563.0,AB172,GHGD 500,2023-03-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,3.0998641344664035,TELKOMSEL,XL,OFF,ON
564.0,KJ180,GHGD 250,2023-03-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
565.0,PS67N,GHGD 500,2023-03-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
566.0,KD55,GHGD 500,2023-03-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
567.0,CK80,GHGD 250,2023-03-16 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
568.0,PM227,GHGD 250,2023-03-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
569.0,AB172,GHGD 500,2023-03-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
570.0,KG110N,GHGD 250,2023-03-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
571.0,CB30,GHGD 500,2023-03-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,3.0998641344664035,TELKOMSEL,XL,OFF,ON
572.0,TD128,GHGD 500,2023-03-17 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
573.0,KJ133,Unknown,2023-03-18 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
574.0,TD128,GHGD 500,2023-03-18 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
575.0,CSL10,GHGD 500,2023-03-18 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
576.0,KG110N,GHGD 250,2023-03-18 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
577.0,SP9C,GHGD 250,2023-03-19 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
578.0,PM227,GHGD 250,2023-03-19 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
579.0,S11,GHGD 500,2023-03-19 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
580.0,KG110N,GHGD 250,2023-03-20 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
581.0,KJ231,GHGD 250,2023-03-20 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
582.0,GD58B,GHGD 250,2023-03-20 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
583.0,B245A,Unknown,2023-03-20 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
584.0,BT14,GHGD 500,2023-03-21 00:00:00,-3.4595718209217057,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
585.0,KJ231,GHGD 250,2023-03-21 00:00:00,-3.4595718209217057,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,2.8287209607866157,TELKOMSEL,XL,OFF,ON
586.0,PM227,GHGD 250,2023-03-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
587.0,PM75,GHGD 250,2023-03-21 00:00:00,-3.4595718209217057,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
588.0,PL131,GHGD 500,2023-03-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
589.0,KG110N,GHGD 250,2023-03-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.4249971233708401,TELKOMSEL,XL,OFF,ON
590.0,AB160,GHGD 500,2023-03-21 00:00:00,0.2709438125123148,-7.560632547759336,CONSOLE PERANGKAT,1.2062019352957132,3.0998641344664035,TELKOMSEL,XL,OFF,ON
591.0,B231,GHGD 500,2023-03-21 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
592.0,PM227,GHGD 250,2023-03-22 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
593.0,GD393,GHGD 250,2023-03-22 00:00:00,-3.4595718209217057,0.19747985188731979,PASANG KABEL POWER,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
594.0,AB160,GHGD 500,2023-03-22 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
595.0,AB235,GHGD 500,2023-03-22 00:00:00,0.2709438125123148,0.19747985188731979,PERGANTIAN PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
596.0,PIK51,GHGD 500,2023-03-24 00:00:00,-1.5943140042046955,-2.3885576146615652,MENAIKAN MCB,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
597.0,KM18,Unknown,2023-03-24 00:00:00,0.2709438125123148,0.19747985188731979,PERGANTIAN PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
598.0,KG110N,GHGD 250,2023-03-24 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
599.0,BT14,GHGD 500,2023-03-25 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
600.0,MG79,GHGD 500,2023-03-26 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,2.5575777871068275,TELKOMSEL,XL,OFF,ON
601.0,BT14,GHGD 500,2023-03-26 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,2.5575777871068275,TELKOMSEL,XL,OFF,ON
602.0,DT47,Unknown,2023-03-26 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
603.0,BT14,GHGD 500,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
604.0,MK453,GHGD 500,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
605.0,CP58,GHGD 500,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
606.0,MG79,GHGD 500,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
607.0,K291,GHGD 250,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
608.0,E79N,GHGD 500,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
609.0,GD128,Unknown,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
610.0,CK80,GHGD 250,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
611.0,B306,GHGD 500,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
612.0,B281,GHGD 500,2023-03-27 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
613.0,TD304 ,Unknown,2023-03-28 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
614.0,CK212,GHGD 500,2023-03-28 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
615.0,KJ231,GHGD 250,2023-03-29 00:00:00,-3.4595718209217057,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
616.0,T416,Unknown,2023-03-29 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
617.0,A99,GHGD 500,2023-03-29 00:00:00,-3.4595718209217057,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
618.0,P95,GHGD 500,2023-03-30 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
619.0,T363,GHGD 250,2023-03-30 00:00:00,-3.4595718209217057,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
620.0,B245A,Unknown,2023-03-30 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
621.0,KG110N,GHGD 250,2023-03-31 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
622.0,B245A,Unknown,2023-03-31 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
623.0,B306,GHGD 500,2023-03-31 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
624.0,K291,GHGD 250,2023-03-31 00:00:00,-1.5943140042046955,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
625.0,PL131,GHGD 500,2023-04-01 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
626.0,MN9,GHGD 250,2023-04-01 00:00:00,0.2709438125123148,-0.2335263925374944,PERBAIKAN KABEL OLEH TIM YANTEK,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
627.0,PL131,GHGD 500,2023-04-02 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
628.0,S22,GHGD 250,2023-04-03 00:00:00,0.2709438125123148,-6.267613814484893,PENARIKAN KABPENARIKAN ULANG KABEL DC,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
629.0,MG79,GHGD 500,2023-04-03 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
630.0,AB168,GHGD 500,2023-04-03 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
631.0,DT110,GHGD 250,2023-04-03 00:00:00,0.2709438125123148,0.19747985188731979,PERGANTIAN PERANGKAT,-0.5311459818823774,1.4730050923876759,TELKOMSEL,XL,OFF,ON
632.0,PL205,GHGD 250,2023-04-03 00:00:00,0.2709438125123148,0.19747985188731979,TEST ASE 2000,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
633.0,PL131,GHGD 500,2023-04-04 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
634.0,KG110N,GHGD 250,2023-04-04 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
635.0,E414,GHGD 500,2023-04-04 00:00:00,0.2709438125123148,0.19747985188731979,PERGANTIAN PERANGKAT,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
636.0,E414,GHGD 500,2023-04-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
637.0,SP242,GHGD 250,2023-04-05 00:00:00,0.2709438125123148,0.19747985188731979,PERGANTIAN PERANGKAT,-1.3998199404714227,1.4730050923876759,TELKOMSEL,XL,OFF,ON
638.0,PL131,GHGD 500,2023-04-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
639.0,BK87,GHGD 500,2023-04-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
640.0,PL131,GHGD 500,2023-04-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
641.0,MB78,Unknown,2023-04-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,1.4730050923876759,TELKOMSEL,XL,OFF,ON
642.0,PL205,GHGD 250,2023-04-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
643.0,KG110N,GHGD 250,2023-04-05 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,1.4730050923876759,TELKOMSEL,XL,OFF,ON
644.0,TD277,GHGD 500,2023-04-06 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
645.0,E414,GHGD 500,2023-04-06 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,1.4730050923876759,TELKOMSEL,XL,OFF,ON
646.0,SP242,GHGD 250,2023-04-06 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,1.4730050923876759,TELKOMSEL,XL,OFF,ON
647.0,SP242,GHGD 250,2023-04-07 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
648.0,KG110N,GHGD 250,2023-04-07 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
649.0,CP58,GHGD 500,2023-04-08 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
650.0,CK211,GHGD 250,2023-04-08 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
651.0,BT131,GHGD 500,2023-04-09 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,1.7441482660674639,TELKOMSEL,XL,OFF,ON
652.0,CP58,GHGD 500,2023-04-09 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
653.0,TD277,GHGD 500,2023-04-09 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,1.4730050923876759,TELKOMSEL,XL,OFF,ON
654.0,T363,GHGD 250,2023-04-09 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,1.4730050923876759,TELKOMSEL,XL,OFF,ON
655.0,JR74,GHGD 250,2023-04-09 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
656.0,AB77,GHGD 500,2023-04-09 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
657.0,KG110N,GHGD 250,2023-04-09 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
658.0,CK80,GHGD 250,2023-04-09 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
659.0,KJ67,GHGD 250,2023-04-10 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
660.0,B193,GHGD 500,2023-04-10 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
661.0,KN82,GHGD 250,2023-04-10 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
662.0,KD118,GHGD 500,2023-04-10 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
663.0,TD277,GHGD 500,2023-04-10 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
664.0,KG110N,GHGD 250,2023-04-10 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
665.0,E79N,GHGD 500,2023-04-10 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
666.0,AB77,GHGD 500,2023-04-10 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,2.5575777871068275,TELKOMSEL,XL,OFF,ON
667.0,KJ133,Unknown,2023-04-11 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
668.0,TD173,GHGD 500,2023-04-11 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
669.0,MK453,GHGD 500,2023-04-11 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
670.0,MK296,GHGD 500,2023-04-11 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.6961402970506281,TELKOMSEL,XL,OFF,ON
671.0,TD277,GHGD 500,2023-04-11 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-0.5311459818823774,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
672.0,AB59N,Unknown,2023-04-11 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,1.2062019352957132,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
673.0,E79N,GHGD 500,2023-04-11 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
674.0,KJ231,GHGD 250,2023-04-12 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,0.33752797670666795,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
675.0,BT131,GHGD 500,2023-04-12 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
676.0,MK296,GHGD 500,2023-04-12 00:00:00,0.2709438125123148,0.19747985188731979,RESTART PERANGKAT,-1.3998199404714227,-0.9672834707304161,TELKOMSEL,XL,OFF,ON
